lin_reg_fixed,none,48,12,1.140000
lin_reg_fixed,none,48,13,1.140000
lin_reg_fixed,none,48,14,1.150000
lin_reg_fixed,none,48,15,1.150000
lin_reg_fixed,none,48,16,1.150000
lin_reg_fixed,none,48,17,1.150000
lin_reg_fixed,none,48,18,1.140000
lin_reg_fixed,none,48,19,1.150000
lin_reg_fixed,none,48,2,1.150000
lin_reg_fixed,none,48,20,1.140000
lin_reg_fixed,none,48,21,1.150000
lin_reg_fixed,none,48,22,1.150000
lin_reg_fixed,none,48,23,1.140000
lin_reg_fixed,none,48,24,1.140000
lin_reg_fixed,none,48,25,1.150000
lin_reg_fixed,none,48,26,1.150000
lin_reg_fixed,none,48,27,1.150000
lin_reg_fixed,none,48,28,1.140000
lin_reg_fixed,none,48,29,1.150000
lin_reg_fixed,none,48,3,1.140000
lin_reg_fixed,none,48,30,1.140000
lin_reg_fixed,none,48,4,1.140000
lin_reg_fixed,none,48,5,1.140000
lin_reg_fixed,none,48,6,1.140000
lin_reg_fixed,none,48,7,1.150000
lin_reg_fixed,none,48,8,1.140000
lin_reg_fixed,none,48,9,1.140000
lin_reg_fixed,none,56,1,1.000000
lin_reg_fixed,none,56,10,1.000000
lin_reg_fixed,none,56,11,1.000000
lin_reg_fixed,none,56,12,1.000000
lin_reg_fixed,none,56,13,1.000000
lin_reg_fixed,none,56,14,1.000000
lin_reg_fixed,none,56,15,1.000000
lin_reg_fixed,none,56,16,1.000000
lin_reg_fixed,none,56,17,1.000000
lin_reg_fixed,none,56,18,1.000000
lin_reg_fixed,none,56,19,1.000000
lin_reg_fixed,none,56,2,1.000000
lin_reg_fixed,none,56,20,1.000000
lin_reg_fixed,none,56,21,1.000000
lin_reg_fixed,none,56,22,0.990000
lin_reg_fixed,none,56,23,1.000000
lin_reg_fixed,none,56,24,1.000000
lin_reg_fixed,none,56,25,1.000000
lin_reg_fixed,none,56,26,1.000000
lin_reg_fixed,none,56,27,1.000000
lin_reg_fixed,none,56,28,1.000000
lin_reg_fixed,none,56,29,1.000000
lin_reg_fixed,none,56,3,1.000000
lin_reg_fixed,none,56,30,1.000000
lin_reg_fixed,none,56,4,1.000000
lin_reg_fixed,none,56,5,1.000000
lin_reg_fixed,none,56,6,1.000000
lin_reg_fixed,none,56,7,1.000000
lin_reg_fixed,none,56,8,1.000000
lin_reg_fixed,none,56,9,1.000000
lin_reg_fixed,none,64,1,0.890000
lin_reg_fixed,none,64,10,1.240000
lin_reg_fixed,none,64,11,0.990000
lin_reg_fixed,none,64,12,1.260000
lin_reg_fixed,none,64,13,0.890000
lin_reg_fixed,none,64,14,0.890000
lin_reg_fixed,none,64,15,1.190000
lin_reg_fixed,none,64,16,0.890000
lin_reg_fixed,none,64,17,1.180000
lin_reg_fixed,none,64,18,1.230000
lin_reg_fixed,none,64,19,0.890000
lin_reg_fixed,none,64,2,1.260000
lin_reg_fixed,none,64,20,0.890000
lin_reg_fixed,none,64,21,1.260000
lin_reg_fixed,none,64,22,1.190000
lin_reg_fixed,none,64,23,1.190000
lin_reg_fixed,none,64,24,0.890000
lin_reg_fixed,none,64,25,0.890000
lin_reg_fixed,none,64,26,0.890000
lin_reg_fixed,none,64,27,1.140000
lin_reg_fixed,none,64,28,0.890000
lin_reg_fixed,none,64,29,0.890000
lin_reg_fixed,none,64,3,0.890000
lin_reg_fixed,none,64,30,0.890000
lin_reg_fixed,none,64,4,0.890000
lin_reg_fixed,none,64,5,0.900000
lin_reg_fixed,none,64,6,0.890000
lin_reg_fixed,none,64,7,0.890000
lin_reg_fixed,none,64,8,1.200000
lin_reg_fixed,none,64,9,0.890000
lin_reg,cores,16,1,20.900000
lin_reg,cores,16,10,20.920000
lin_reg,cores,16,11,21.020000
lin_reg,cores,16,12,20.850000
lin_reg,cores,16,13,20.980000
lin_reg,cores,16,14,20.810000
lin_reg,cores,16,15,20.790000
lin_reg,cores,16,16,20.990000
lin_reg,cores,16,17,20.960000
lin_reg,cores,16,18,20.800000
lin_reg,cores,16,19,20.820000
lin_reg,cores,16,2,20.910000
lin_reg,cores,16,20,20.900000
lin_reg,cores,16,21,20.820000
lin_reg,cores,16,22,20.940000
lin_reg,cores,16,23,20.850000
lin_reg,cores,16,24,20.930000
lin_reg,cores,16,25,20.810000
lin_reg,cores,16,26,21.030000
lin_reg,cores,16,27,20.940000
lin_reg,cores,16,28,20.830000
lin_reg,cores,16,29,20.940000
lin_reg,cores,16,3,20.890000
lin_reg,cores,16,30,20.880000
lin_reg,cores,16,4,20.960000
lin_reg,cores,16,5,20.900000
lin_reg,cores,16,6,20.860000
lin_reg,cores,16,7,20.930000
lin_reg,cores,16,8,20.970000
lin_reg,cores,16,9,20.840000
lin_reg,cores,24,1,14.450000
lin_reg,cores,24,10,14.410000
lin_reg,cores,24,11,14.310000
lin_reg,cores,24,12,14.250000
lin_reg,cores,24,13,14.350000
lin_reg,cores,24,14,14.300000
lin_reg,cores,24,15,14.420000
lin_reg,cores,24,16,14.360000
lin_reg,cores,24,17,14.350000
lin_reg,cores,24,18,14.290000
lin_reg,cores,24,19,14.320000
lin_reg,cores,24,2,14.350000
lin_reg,cores,24,20,14.300000
lin_reg,cores,24,21,14.270000
lin_reg,cores,24,22,14.420000
lin_reg,cores,24,23,14.290000
lin_reg,cores,24,24,14.320000
lin_reg,cores,24,25,14.310000
lin_reg,cores,24,26,14.370000
lin_reg,cores,24,27,14.400000
lin_reg,cores,24,28,14.260000
lin_reg,cores,24,29,14.320000
lin_reg,cores,24,3,14.400000
lin_reg,cores,24,30,14.340000
lin_reg,cores,24,4,14.260000
lin_reg,cores,24,5,14.300000
lin_reg,cores,24,6,14.280000
lin_reg,cores,24,7,14.380000
lin_reg,cores,24,8,14.290000
lin_reg,cores,24,9,14.400000
lin_reg,cores,32,1,10.770000
lin_reg,cores,32,10,10.830000
lin_reg,cores,32,11,10.830000
lin_reg,cores,32,12,10.810000
lin_reg,cores,32,13,10.820000
lin_reg,cores,32,14,10.800000
lin_reg,cores,32,15,10.780000
lin_reg,cores,32,16,10.830000
lin_reg,cores,32,17,10.830000
lin_reg,cores,32,18,10.840000
lin_reg,cores,32,19,10.810000
lin_reg,cores,32,2,10.790000
lin_reg,cores,32,20,10.820000
lin_reg,cores,32,21,10.810000
lin_reg,cores,32,22,10.790000
lin_reg,cores,32,23,10.780000
lin_reg,cores,32,24,10.790000
lin_reg,cores,32,25,10.790000
lin_reg,cores,32,26,10.820000
lin_reg,cores,32,27,10.790000
lin_reg,cores,32,28,10.810000
lin_reg,cores,32,29,10.830000
lin_reg,cores,32,3,10.820000
lin_reg,cores,32,30,10.800000
lin_reg,cores,32,4,10.730000
lin_reg,cores,32,5,10.830000
lin_reg,cores,32,6,10.780000
lin_reg,cores,32,7,10.780000
lin_reg,cores,32,8,10.800000
lin_reg,cores,32,9,10.780000
lin_reg,cores,40,1,8.660000
lin_reg,cores,40,10,8.680000
lin_reg,cores,40,11,8.690000
lin_reg,cores,40,12,8.660000
lin_reg,cores,40,13,8.710000
lin_reg,cores,40,14,8.700000
lin_reg,cores,40,15,8.720000
lin_reg,cores,40,16,8.650000
lin_reg,cores,40,17,8.640000
lin_reg,cores,40,18,8.660000
lin_reg,cores,40,19,8.710000
lin_reg,cores,40,2,8.660000
lin_reg,cores,40,20,8.660000
lin_reg,cores,40,21,8.650000
lin_reg,cores,40,22,8.660000
lin_reg,cores,40,23,8.660000
lin_reg,cores,40,24,8.660000
lin_reg,cores,40,25,8.650000
lin_reg,cores,40,26,8.660000
lin_reg,cores,40,27,8.710000
lin_reg,cores,40,28,8.690000
lin_reg,cores,40,29,8.690000
lin_reg,cores,40,3,8.650000
lin_reg,cores,40,30,8.660000
lin_reg,cores,40,4,8.660000
lin_reg,cores,40,5,8.650000
lin_reg,cores,40,6,8.670000
lin_reg,cores,40,7,8.670000
lin_reg,cores,40,8,8.650000
lin_reg,cores,40,9,8.710000
lin_reg,cores,48,1,7.200000
lin_reg,cores,48,10,7.260000
lin_reg,cores,48,11,7.240000
lin_reg,cores,48,12,7.200000
lin_reg,cores,48,13,7.210000
lin_reg,cores,48,14,7.210000
lin_reg,cores,48,15,7.220000
lin_reg,cores,48,16,7.230000
lin_reg,cores,48,17,7.240000
lin_reg,cores,48,18,7.230000
lin_reg,cores,48,19,7.200000
lin_reg,cores,48,2,7.200000
lin_reg,cores,48,20,7.280000
lin_reg,cores,48,21,7.180000
lin_reg,cores,48,22,7.230000
lin_reg,cores,48,23,7.210000
lin_reg,cores,48,24,7.190000
lin_reg,cores,48,25,7.230000
lin_reg,cores,48,26,7.210000
lin_reg,cores,48,27,7.220000
lin_reg,cores,48,28,7.220000
lin_reg,cores,48,29,7.200000
lin_reg,cores,48,3,7.240000
lin_reg,cores,48,30,7.230000
lin_reg,cores,48,4,7.200000
lin_reg,cores,48,5,7.200000
lin_reg,cores,48,6,7.280000
lin_reg,cores,48,7,7.220000
lin_reg,cores,48,8,7.230000
lin_reg,cores,48,9,7.180000
lin_reg,cores,56,1,6.160000
lin_reg,cores,56,10,6.180000
lin_reg,cores,56,11,6.140000
lin_reg,cores,56,12,6.180000
lin_reg,cores,56,13,6.150000
lin_reg,cores,56,14,6.180000
lin_reg,cores,56,15,6.170000
lin_reg,cores,56,16,6.180000
lin_reg,cores,56,17,6.190000
lin_reg,cores,56,18,6.180000
lin_reg,cores,56,19,6.160000
lin_reg,cores,56,2,6.200000
lin_reg,cores,56,20,6.180000
lin_reg,cores,56,21,6.160000
lin_reg,cores,56,22,6.120000
lin_reg,cores,56,23,6.150000
lin_reg,cores,56,24,6.180000
lin_reg,cores,56,25,6.130000
lin_reg,cores,56,26,6.180000
lin_reg,cores,56,27,6.170000
lin_reg,cores,56,28,6.140000
lin_reg,cores,56,29,6.190000
lin_reg,cores,56,3,6.170000
lin_reg,cores,56,30,6.180000
lin_reg,cores,56,4,6.180000
lin_reg,cores,56,5,6.180000
lin_reg,cores,56,6,6.150000
lin_reg,cores,56,7,6.200000
lin_reg,cores,56,8,6.190000
lin_reg,cores,56,9,6.150000
lin_reg,cores,64,1,5.280000
lin_reg,cores,64,10,5.340000
lin_reg,cores,64,11,5.350000
lin_reg,cores,64,12,5.350000
lin_reg,cores,64,13,5.320000
lin_reg,cores,64,14,5.320000
lin_reg,cores,64,15,5.350000
lin_reg,cores,64,16,5.280000
lin_reg,cores,64,17,5.320000
lin_reg,cores,64,18,5.300000
lin_reg,cores,64,19,5.390000
lin_reg,cores,64,2,5.320000
lin_reg,cores,64,20,5.340000
lin_reg,cores,64,21,5.320000
lin_reg,cores,64,22,5.350000
lin_reg,cores,64,23,5.300000
lin_reg,cores,64,24,5.320000
lin_reg,cores,64,25,5.340000
lin_reg,cores,64,26,5.310000
lin_reg,cores,64,27,5.360000
lin_reg,cores,64,28,5.360000
lin_reg,cores,64,29,5.340000
lin_reg,cores,64,3,5.330000
lin_reg,cores,64,30,5.310000
lin_reg,cores,64,4,5.340000
lin_reg,cores,64,5,5.350000
lin_reg,cores,64,6,5.300000
lin_reg,cores,64,7,5.320000
lin_reg,cores,64,8,5.320000
lin_reg,cores,64,9,5.360000
lin_reg,cores,8,1,40.400000
lin_reg,cores,8,10,40.440000
lin_reg,cores,8,11,40.780000
lin_reg,cores,8,12,40.930000
lin_reg,cores,8,13,40.850000
lin_reg,cores,8,14,40.450000
lin_reg,cores,8,15,40.330000
lin_reg,cores,8,16,40.430000
lin_reg,cores,8,17,40.880000
lin_reg,cores,8,18,40.340000
lin_reg,cores,8,19,40.760000
lin_reg,cores,8,2,40.480000
lin_reg,cores,8,20,40.350000
lin_reg,cores,8,21,40.760000
lin_reg,cores,8,22,40.450000
lin_reg,cores,8,23,40.440000
lin_reg,cores,8,24,40.450000
lin_reg,cores,8,25,40.330000
lin_reg,cores,8,26,40.830000
lin_reg,cores,8,27,40.340000
lin_reg,cores,8,28,40.880000
lin_reg,cores,8,29,40.350000
lin_reg,cores,8,3,40.300000
lin_reg,cores,8,30,40.320000
lin_reg,cores,8,4,40.710000
lin_reg,cores,8,5,40.880000
lin_reg,cores,8,6,40.880000
lin_reg,cores,8,7,40.710000
lin_reg,cores,8,8,40.740000
lin_reg,cores,8,9,40.760000
lin_reg,none,16,1,33.270000
lin_reg,none,16,10,41.070000
lin_reg,none,16,11,36.840000
lin_reg,none,16,12,38.680000
lin_reg,none,16,13,37.260000
lin_reg,none,16,14,36.430000
lin_reg,none,16,15,35.590000
lin_reg,none,16,16,42.510000
lin_reg,none,16,17,39.020000
lin_reg,none,16,18,29.260000
lin_reg,none,16,19,36.300000
lin_reg,none,16,2,41.190000
lin_reg,none,16,20,36.130000
lin_reg,none,16,21,34.540000
lin_reg,none,16,22,36.010000
lin_reg,none,16,23,37.290000
lin_reg,none,16,24,37.290000
lin_reg,none,16,25,32.940000
lin_reg,none,16,26,33.830000
lin_reg,none,16,27,32.480000
lin_reg,none,16,28,36.250000
lin_reg,none,16,29,38.710000
lin_reg,none,16,3,40.630000
lin_reg,none,16,30,29.380000
lin_reg,none,16,4,37.990000
lin_reg,none,16,5,37.500000
lin_reg,none,16,6,37.210000
lin_reg,none,16,7,30.470000
lin_reg,none,16,8,31.380000
lin_reg,none,16,9,35.020000
lin_reg,none,24,1,22.030000
lin_reg,none,24,10,25.710000
lin_reg,none,24,11,31.400000
lin_reg,none,24,12,27.630000
lin_reg,none,24,13,27.740000
lin_reg,none,24,14,29.540000
lin_reg,none,24,15,30.190000
lin_reg,none,24,16,20.360000
